,method,k_set,accuracy,mean_unfairness,max_unfairness,A_unfairness,B_unfairness,C_unfairness,runtime
0,ExpGrad.1,2,0.719473,-0.0622878501836171,-0.098739676654537,-0.098739676654537,-0.0423219493589714,-0.0434621613230765,0 days 00:03:17.544430
1,ExpGrad.01,2,0.628234,-0.0115057197228118,-0.0149303086425018,-0.0089574359420809,-0.0149303086425018,-0.0114581091998796,0 days 00:04:43.033766
2,RedGrid25,2,0.708459,-0.0530890054822718,-0.0904021229980506,-0.0904021229980506,-0.0791504518113209,-0.0025636970005841,0 days 00:13:59.477225
3,RedGrid5,2,0.67448,-0.0228751598418742,-0.0661151752686916,-0.0661151752686916,0.0,0.0,0 days 00:13:59.198462
4,RedGrid75,2,0.67448,-0.0228751598418742,-0.0661151752686916,-0.0661151752686916,0.0,0.0,0 days 00:13:57.484615
5,ExpGrad.1,2,0.720618,-0.0624329956076232,-0.0984355995732265,-0.0984355995732265,-0.0492539466867477,-0.0393519788939119,0 days 00:03:32.056248
6,ExpGrad.01,2,0.621659,-0.0121492342369768,-0.0184098096976447,-0.0143103345411433,0.0,-0.0184098096976447,0 days 00:03:28.963444
7,RedGrid25,2,0.731309,-0.0960186996547413,-0.1213383046807844,-0.1213383046807844,-0.1031641851860089,-0.0687369962049202,0 days 00:10:52.383454
8,RedGrid5,2,0.695412,-0.0369548581593284,-0.0872894864897455,-0.0872894864897455,0.0,-0.0171592822214951,0 days 00:11:00.016761
9,RedGrid75,2,0.645252,-0.0344171047162067,-0.0623374475980975,-0.0520188074579475,-0.0623374475980975,0.0,0 days 00:11:03.072795
10,ExpGrad.1,0,0.706863,-0.080249514126842,-0.0978037634089603,-0.0978037634089603,-0.0718277671220969,-0.0694877550473032,0 days 00:03:59.145495
11,ExpGrad.01,0,0.68691,-0.014949920709122,-0.0195997239679298,-0.0195997239679298,-0.0140974390129926,-0.0113363660198542,0 days 00:06:50.282663
12,RedGrid25,0,0.686253,-0.1213254537547484,-0.1513706284880015,-0.1513706284880015,-0.1005354802974757,-0.1064353163000195,0 days 00:15:46.837689
13,RedGrid5,0,0.686253,-0.1213254537547484,-0.1513706284880015,-0.1513706284880015,-0.1005354802974757,-0.1064353163000195,0 days 00:15:46.535061
14,RedGrid75,0,0.686253,-0.1213254537547484,-0.1513706284880015,-0.1513706284880015,-0.1005354802974757,-0.1064353163000195,0 days 00:15:48.262724
15,ExpGrad.1,1,0.695998,-0.0014753365106458,-0.0750896608422118,-0.0750896608422118,0.0,0.0,0 days 00:02:22.662555
16,ExpGrad.01,1,0.58035,0.0,0.0,0.0,0.0,0.0,0 days 00:02:34.283055
17,RedGrid25,1,0.70831,-0.0690175773001516,-0.1381911380655215,-0.1381911380655215,-0.0750998025972231,-0.0634917320707768,0 days 00:12:37.609509
18,RedGrid5,1,0.695085,-0.0014208685021653,-0.072317422607722,-0.072317422607722,0.0,0.0,0 days 00:12:37.350854
19,RedGrid75,1,0.695085,-0.0014208685021653,-0.072317422607722,-0.072317422607722,0.0,0.0,0 days 00:12:43.322154
20,ExpGrad.1,2,0.716805,-0.0619759000242727,-0.0956254935722747,-0.0956254935722747,-0.0628896989001341,-0.0316194354132782,0 days 00:04:13.289662
21,ExpGrad.01,2,0.612131,-0.0114518025945269,-0.0242326120466805,-0.0242326120466805,-0.0024964901143479,-0.0061513117282173,0 days 00:04:06.273371
22,RedGrid25,2,0.712261,-0.0557860162847517,-0.1009874455062044,-0.1009874455062044,-0.060596460849866,-0.0126088574794453,0 days 00:14:05.257695
23,RedGrid5,2,0.712261,-0.0557860162847517,-0.1009874455062044,-0.1009874455062044,-0.060596460849866,-0.0126088574794453,0 days 00:14:05.845296
24,RedGrid75,2,0.691025,-0.0393972454312423,-0.0828899909366822,-0.0828899909366822,0.0,-0.0273349795202847,0 days 00:14:08.158272
25,ExpGrad.1,1,0.71225,-0.0532035020859703,-0.1375715447757973,-0.1375715447757973,-0.0554032747153439,-0.0493760367598992,0 days 00:03:39.875499
26,ExpGrad.01,1,0.604958,-0.0022258151229162,-0.0185897530233508,-0.0185897530233508,-0.0039133354233112,-0.0007875751431609,0 days 00:03:43.336491
27,RedGrid25,1,0.70254,-0.0157531263956084,-0.1185700784169351,-0.1185700784169351,0.0,-0.0212624319041736,0 days 00:11:31.541239
28,RedGrid5,1,0.70254,-0.0157531263956084,-0.1185700784169351,-0.1185700784169351,0.0,-0.0212624319041736,0 days 00:11:34.578807
29,RedGrid75,1,0.70254,-0.0157531263956084,-0.1185700784169351,-0.1185700784169351,0.0,-0.0212624319041736,0 days 00:11:24.329820
30,ExpGrad.1,2,0.713129,-0.0630775322069803,-0.0972625965647087,-0.0972625965647087,-0.0548721393998664,-0.0381492562456084,0 days 00:02:53.440878
31,ExpGrad.01,2,0.626313,-0.0127000361114887,-0.0136915908832569,-0.0136915908832569,-0.0124712894657794,-0.011970831662838,0 days 00:04:15.081641
32,RedGrid25,2,0.722228,-0.087747367619129,-0.1139462945140361,-0.1139462945140361,-0.0883280840680204,-0.0640799170576832,0 days 00:13:52.451342
33,RedGrid5,2,0.680699,-0.0306167526285072,-0.0572674086461451,-0.0572674086461451,0.0,-0.0272704177413549,0 days 00:13:24.498168
34,RedGrid75,2,0.680699,-0.0306167526285072,-0.0572674086461451,-0.0572674086461451,0.0,-0.0272704177413549,0 days 00:13:52.732286
35,ExpGrad.1,0,0.705325,-0.0835935083713648,-0.1008632443869069,-0.1008632443869069,-0.0749606830563751,-0.0731959105442725,0 days 00:03:18.634507
36,ExpGrad.01,0,0.688405,-0.0112417641801723,-0.0180511571852808,-0.0180511571852808,-0.0088677267064986,-0.0065734848368755,0 days 00:08:01.676124
37,RedGrid25,0,0.681214,-0.1150852692364932,-0.1498938772117962,-0.1498938772117962,-0.0956044368128746,-0.0952766841359443,0 days 00:13:18.612389
38,RedGrid5,0,0.681214,-0.1150852692364932,-0.1498938772117962,-0.1498938772117962,-0.0956044368128746,-0.0952766841359443,0 days 00:14:01.052268
39,RedGrid75,0,0.666939,-0.0608894239736894,-0.1165132742460195,-0.1165132742460195,-0.0092882210386369,-0.0405367807633658,0 days 00:14:14.834029
40,ExpGrad.1,0,0.706832,-0.0832077859589382,-0.1000362485010603,-0.1000362485010603,-0.076960280179536,-0.0718727805989274,0 days 00:03:21.175927
41,ExpGrad.01,0,0.688507,-0.0120910654836292,-0.0159688463516251,-0.0159688463516251,-0.0116461989044172,-0.0089280794439204,0 days 00:07:27.023934
