,l1,l2,l3,alpha,misspec,k_set,accuracy,mean_unfairness,mean_unfairness_unwt,max_unfairness,A_unfairness,B_unfairness,C_unfairness,Score,group_synth,n_iter,runtime
0,0.0836044985531401,0.0394294469005983,0.0012400624701162,0.1,0,2,0.730414,-0.0905620550372402,-0.0915030415805583,-0.1156178770661995,-0.1156178770661995,-0.0913545678236781,-0.0675366798517973,-0.1002392972461025,weighted,60,-1 days +23:31:30.873633
1,0.0016432550855807,0.1492122773941764,0.0209679051436729,0.1,0,2,0.728398,-0.0836418814296462,-0.0828679481968672,-0.1165808888910986,-0.1165808888910986,-0.0664100321610696,-0.0656129235384335,-0.0982976785506235,unweighted,60,-1 days +23:31:30.873633
2,0.0836044985531401,0.0394294469005983,0.0012400624701162,0.1,0,2,0.730414,-0.0905620550372402,-0.0915030415805583,-0.1156178770661995,-0.1156178770661995,-0.0913545678236781,-0.0675366798517973,-0.1017767448968417,max,60,-1 days +23:31:30.873633
3,0.036369082360149,0.2560602758030954,0.1918947353686607,0.2,0,2,0.718138,-0.0624627192407032,-0.0606779859588915,-0.10272204282049,-0.10272204282049,-0.0337791126396414,-0.045532802416543,-0.179263747662545,weighted,60,-1 days +23:31:30.873633
4,0.036369082360149,0.2560602758030954,0.1918947353686607,0.2,0,2,0.718138,-0.0624627192407032,-0.0606779859588915,-0.10272204282049,-0.10272204282049,-0.0337791126396414,-0.045532802416543,-0.1731900747640336,unweighted,60,-1 days +23:31:30.873633
5,0.1891476367643059,0.0291281089233853,0.0020735599312594,0.2,0,2,0.7298,-0.0890762282579626,-0.0901337999179013,-0.1120831579322448,-0.1120831579322448,-0.0915625601989906,-0.0667556816224687,-0.196266859079571,max,60,-1 days +23:31:30.873633
6,0.036369082360149,0.2560602758030954,0.1918947353686607,0.3,0,2,0.718138,-0.0624627192407032,-0.0606779859588915,-0.10272204282049,-0.10272204282049,-0.0337791126396414,-0.045532802416543,-0.2406595946073068,weighted,60,-1 days +23:31:30.873633
7,0.0763032844043129,0.3939085843691106,0.0358444586934118,0.3,0,2,0.707721,-0.0538790613148366,-0.0492916208968234,-0.0932577417955771,-0.0932577417955771,0.0,-0.0546171208948932,-0.2270565182202953,unweighted,60,-1 days +23:31:30.873633
8,1.0098635735401358,0.2299727125015043,0.0897109277473193,0.3,0,2,0.684222,-0.0324419046474639,-0.0297647080851233,-0.0586476921904466,-0.0586476921904466,0.0,-0.0306464320649234,-0.2924793995925286,max,60,-1 days +23:31:30.873633
9,0.0154642502119187,0.154667921581059,1.8850754960509573,0.4,0,2,0.688661,-0.0296469086388186,-0.0295421163158759,-0.0735148126601777,-0.0735148126601777,-0.0151115362874501,0.0,-0.237666177839712,weighted,60,-1 days +23:31:30.873633
10,0.0154642502119187,0.154667921581059,1.8850754960509573,0.4,0,2,0.688661,-0.0296469086388186,-0.0295421163158759,-0.0735148126601777,-0.0735148126601777,-0.0151115362874501,0.0,-0.2350327105112446,unweighted,60,-1 days +23:31:30.873633
11,1.6224216289392082,0.0017007031418112,0.1612329451904569,0.4,0,2,0.651176,-0.0127924721125328,-0.0130458121696764,-0.0207465001648463,-0.0207465001648463,-0.0126317057850275,-0.0057592305591555,-0.2785365175306948,max,60,-1 days +23:31:30.873633
12,0.0022274050281314,0.9055986691946596,0.2917914692530716,0.5,0,2,0.663552,-0.0243870626540235,-0.0228165297407392,-0.0570564985264697,-0.0570564985264697,0.0,-0.011393090695748,-0.2771651148212085,weighted,60,-1 days +23:31:30.873633
13,0.0022274050281314,0.9055986691946596,0.2917914692530716,0.5,0,2,0.663552,-0.0243870626540235,-0.0228165297407392,-0.0570564985264697,-0.0570564985264697,0.0,-0.011393090695748,-0.2666285601606109,unweighted,60,-1 days +23:31:30.873633
14,1.6224216289392082,0.0017007031418112,0.1612329451904569,0.5,0,2,0.651176,-0.0127924721125328,-0.0130458121696764,-0.0207465001648463,-0.0207465001648463,-0.0126317057850275,-0.0057592305591555,-0.2616437474263575,max,60,-1 days +23:31:30.873633
15,1.6224216289392082,0.0017007031418112,0.1612329451904569,0.6,0,2,0.651176,-0.0127924721125328,-0.0130458121696764,-0.0207465001648463,-0.0207465001648463,-0.0126317057850275,-0.0057592305591555,-0.2208262323153441,weighted,60,-1 days +23:31:30.873633
16,1.6224216289392082,0.0017007031418112,0.1612329451904569,0.6,0,2,0.651176,-0.0127924721125328,-0.0130458121696764,-0.0207465001648463,-0.0207465001648463,-0.0126317057850275,-0.0057592305591555,-0.2210113436579582,unweighted,60,-1 days +23:31:30.873633
17,1.6224216289392082,0.0017007031418112,0.1612329451904569,0.6,0,2,0.651176,-0.0127924721125328,-0.0130458121696764,-0.0207465001648463,-0.0207465001648463,-0.0126317057850275,-0.0057592305591555,-0.2447509773220202,max,60,-1 days +23:31:30.873633
18,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.7,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.204203828819087,weighted,60,-1 days +23:31:30.873633
19,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.7,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.204203828819087,unweighted,60,-1 days +23:31:30.873633
20,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.7,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.204203828819087,max,60,-1 days +23:31:30.873633
21,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.8,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.1361358858793913,weighted,60,-1 days +23:31:30.873633
22,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.8,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.1361358858793913,unweighted,60,-1 days +23:31:30.873633
23,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.8,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.1361358858793913,max,60,-1 days +23:31:30.873633
24,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.9,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0680679429396956,weighted,60,-1 days +23:31:30.873633
25,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.9,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0680679429396956,unweighted,60,-1 days +23:31:30.873633
26,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.9,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0680679429396956,max,60,-1 days +23:31:30.873633
27,1.1760017305064747,0.6485323600871756,0.4791707619454974,0.99,0,2,0.573825,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068067942939695,weighted,60,-1 days +23:31:30.873633
