,method,k_set,accuracy,mean_unfairness,max_unfairness,A_unfairness,B_unfairness,C_unfairness,runtime
57,RedGrid25,2,0.705708,-0.0730920080961317,-0.09409957246715,-0.09409957246715,-0.0496866063753056,-0.0698926190993926,0 days 00:14:21.920142
58,RedGrid5,2,0.68428,-0.0320402737088005,-0.0751562067793681,-0.0751562067793681,0.0,-0.014737464992884,0 days 00:14:23.771005
59,RedGrid75,2,0.655843,-0.0222248674284107,-0.0634902933822006,-0.0634902933822006,0.0,0.0,0 days 00:14:20.275276
60,ExpGrad.1,1,0.711666,-0.0338167675566152,-0.0965840776272662,-0.0965840776272662,-0.028037770983138,-0.0350502932548596,0 days 00:02:29.125162
61,ExpGrad.01,1,0.591308,-0.0023459177764822,-0.0063686498530456,-0.0063686498530456,0.0,-0.003515964445812,0 days 00:03:12.821182
62,RedGrid25,1,0.706624,-0.0757223702848533,-0.1279025042346058,-0.1279025042346058,-0.0815199389200824,-0.070893008007939,0 days 00:11:31.971450
63,RedGrid5,1,0.698748,-0.0023238511459464,-0.0859499532077414,-0.0859499532077414,0.0,-0.0009986266243682,0 days 00:11:31.342399
64,RedGrid75,1,0.698748,-0.0023238511459464,-0.0859499532077414,-0.0859499532077414,0.0,-0.0009986266243682,0 days 00:11:31.256092
65,ExpGrad.1,0,0.706604,-0.0830651110726725,-0.1009962809966241,-0.1009962809966241,-0.0739459712001561,-0.0723794396604148,0 days 00:03:25.255515
66,ExpGrad.01,0,0.687094,-0.0090850726295006,-0.0154862880046388,-0.0154862880046388,-0.0053137486766317,-0.0055557565454879,0 days 00:06:08.516031
67,RedGrid25,0,0.682321,-0.1160819845100951,-0.1513529245867274,-0.1513529245867274,-0.0958403565058687,-0.0963374703292215,0 days 00:12:18.039892
68,RedGrid5,0,0.682321,-0.1160819845100951,-0.1513529245867274,-0.1513529245867274,-0.0958403565058687,-0.0963374703292215,0 days 00:12:38.313756
69,RedGrid75,0,0.682321,-0.1160819845100951,-0.1513529245867274,-0.1513529245867274,-0.0958403565058687,-0.0963374703292215,0 days 00:12:27.035743
70,ExpGrad.1,0,0.706877,-0.080770058736955,-0.0985474005375119,-0.0985474005375119,-0.0697539112933345,-0.0712709561933369,0 days 00:03:27.487611
71,ExpGrad.01,0,0.686649,-0.0172063035972358,-0.0209431403809835,-0.0209431403809835,-0.0152227798713385,-0.0150250498462942,0 days 00:06:55.568616
72,RedGrid25,0,0.683537,-0.1180608747624122,-0.1530362082795326,-0.1530362082795326,-0.0971740657155821,-0.0989352490317351,0 days 00:12:24.015581
73,RedGrid5,0,0.683537,-0.1180608747624122,-0.1530362082795326,-0.1530362082795326,-0.0971740657155821,-0.0989352490317351,0 days 00:12:22.021818
74,RedGrid75,0,0.683537,-0.1180608747624122,-0.1530362082795326,-0.1530362082795326,-0.0971740657155821,-0.0989352490317351,0 days 00:12:18.755198
75,ExpGrad.1,2,0.710644,-0.0664662225453228,-0.0935305077606427,-0.0922906376275378,-0.0935305077606427,-0.0255238887397045,0 days 00:03:18.292039
76,ExpGrad.01,2,0.615675,-0.0074174564816398,-0.0182206630835109,-0.0076888062096449,-0.0182206630835109,0.0,0 days 00:04:57.682302
77,RedGrid25,2,0.716196,-0.0697621864409409,-0.1046751859442426,-0.1046751859442426,-0.0946897956396649,-0.0221570692056221,0 days 00:12:27.788446
78,RedGrid5,2,0.698871,-0.0486883190176319,-0.0846589065291579,-0.0732636763794321,-0.0846589065291579,-0.0029406039836114,0 days 00:12:28.556602
79,RedGrid75,2,0.659745,-0.0351086452890755,-0.0754882655461723,-0.0444265375362907,-0.0754882655461723,0.0,0 days 00:12:08.760131
80,ExpGrad.1,0,0.706809,-0.0763651976125018,-0.094073439531757,-0.094073439531757,-0.0662954871098002,-0.0663996107346196,0 days 00:03:12.638248
81,ExpGrad.01,0,0.685547,-0.0126857157831369,-0.0169388225272951,-0.0169388225272951,-0.0117845698573029,-0.0094521321688981,0 days 00:06:43.883773
82,RedGrid25,0,0.682858,-0.1144410135937142,-0.1487330751510568,-0.1487330751510568,-0.095802395890699,-0.0946657121893866,0 days 00:14:10.944212
83,RedGrid5,0,0.682858,-0.1144410135937142,-0.1487330751510568,-0.1487330751510568,-0.095802395890699,-0.0946657121893866,0 days 00:14:11.530003
84,RedGrid75,0,0.682858,-0.1144410135937142,-0.1487330751510568,-0.1487330751510568,-0.095802395890699,-0.0946657121893866,0 days 00:14:22.438545
85,ExpGrad.1,0,0.706231,-0.0827896178640856,-0.1003922440157606,-0.1003922440157606,-0.0729871783684719,-0.0727812939701534,0 days 00:02:10.437117
86,ExpGrad.01,0,0.687827,-0.0134066484730158,-0.0178991075447941,-0.0178991075447941,-0.0129678884930969,-0.0097096397449553,0 days 00:04:57.446777
87,RedGrid25,0,0.685481,-0.12247899046252,-0.1532290116625705,-0.1532290116625705,-0.0982146041693827,-0.1089507579879778,0 days 00:09:45.804888
