,l1,l2,l3,alpha,misspec,k_set,accuracy,mean_unfairness,mean_unfairness_unwt,max_unfairness,A_unfairness,B_unfairness,C_unfairness,Score,group_synth,n_iter,runtime
0,0.0841255551794197,0.0579180991241788,0.0729347126625743,0.1,1,2,0.708425,-0.0739090226247964,-0.0741864735698097,-0.1014589475955181,-0.1014589475955181,-0.066341383738292,-0.054759089375619,-0.0942734350818885,weighted,40,-1 days +23:45:57.994229
1,0.0841255551794197,0.0579180991241788,0.0729347126625743,0.1,1,2,0.708425,-0.0739090226247964,-0.0741864735698097,-0.1014589475955181,-0.1014589475955181,-0.066341383738292,-0.054759089375619,-0.0937416563211192,unweighted,40,-1 days +23:45:57.994229
2,0.216158566104522,0.0127385489002885,0.003048170207506,0.1,1,2,0.707794,-0.0753118666483613,-0.0759998734242133,-0.0946367629962536,-0.0946367629962536,-0.0743167696523814,-0.0590460876240048,-0.0960174586989011,max,40,-1 days +23:45:57.994229
3,0.0968860927486603,0.1216158829628548,0.3261885338560146,0.2,1,2,0.699474,-0.0526807629573312,-0.0529887779370249,-0.0857739721173634,-0.0857739721173634,-0.0433696123536559,-0.0298227493400555,-0.1667583757233958,weighted,40,-1 days +23:45:57.994229
4,0.0968860927486603,0.1216158829628548,0.3261885338560146,0.2,1,2,0.699474,-0.0526807629573312,-0.0529887779370249,-0.0857739721173634,-0.0857739721173634,-0.0433696123536559,-0.0298227493400555,-0.1662686350223613,unweighted,40,-1 days +23:45:57.994229
5,0.5536471381147905,0.0344779667047112,0.0386672236789112,0.2,1,2,0.697427,-0.0601897635712418,-0.0605591083235059,-0.0727717258989809,-0.0727717258989809,-0.0588547610932566,-0.0500508379782804,-0.1832965199846009,max,40,-1 days +23:45:57.994229
6,0.109856285185984,0.3795225605363246,0.5097608132608803,0.3,1,2,0.678663,-0.0269539789589619,-0.0255901695825681,-0.0683941506188092,-0.0683941506188092,0.0,-0.0083763581288951,-0.201618635645613,weighted,40,-1 days +23:45:57.994229
7,0.109856285185984,0.3795225605363246,0.5097608132608803,0.3,1,2,0.678663,-0.0269539789589619,-0.0255901695825681,-0.0683941506188092,-0.0683941506188092,0.0,-0.0083763581288951,-0.1956884938977842,unweighted,40,-1 days +23:45:57.994229
8,0.5536471381147905,0.0344779667047112,0.0386672236789112,0.3,1,2,0.697427,-0.0601897635712418,-0.0605591083235059,-0.0727717258989809,-0.0727717258989809,-0.0588547610932566,-0.0500508379782804,-0.2467389777496873,max,40,-1 days +23:45:57.994229
9,0.109856285185984,0.3795225605363246,0.5097608132608803,0.4,1,2,0.678663,-0.0269539789589619,-0.0255901695825681,-0.0683941506188092,-0.0683941506188092,0.0,-0.0083763581288951,-0.2201272420215814,weighted,40,-1 days +23:45:57.994229
10,0.109856285185984,0.3795225605363246,0.5097608132608803,0.4,1,2,0.678663,-0.0269539789589619,-0.0255901695825681,-0.0683941506188092,-0.0683941506188092,0.0,-0.0083763581288951,-0.2122203863578096,unweighted,40,-1 days +23:45:57.994229
11,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.4,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2738172749449845,max,40,-1 days +23:45:57.994229
12,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.5,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2341133771702062,weighted,40,-1 days +23:45:57.994229
13,0.109856285185984,0.3795225605363246,0.5097608132608803,0.5,1,2,0.678663,-0.0269539789589619,-0.0255901695825681,-0.0683941506188092,-0.0683941506188092,0.0,-0.0083763581288951,-0.2287522788178351,unweighted,40,-1 days +23:45:57.994229
14,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.5,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2907792168710218,max,40,-1 days +23:45:57.994229
15,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.6,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2397421511560803,weighted,40,-1 days +23:45:57.994229
16,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.6,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2505111455937606,unweighted,40,-1 days +23:45:57.994229
17,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.6,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.3077411587970591,max,40,-1 days +23:45:57.994229
18,0.9119430065804596,0.0068987602727606,0.8362453989070059,0.7,1,2,0.666135,-0.0213445866905416,-0.023025811609683,-0.0395640169377703,-0.0395640169377703,-0.0294332240265465,-8.019386473234746e-05,-0.2453709251419545,weighted,40,-1 days +23:45:57.994229
