,method,k_set,accuracy,mean_unfairness,max_unfairness,A_unfairness,B_unfairness,C_unfairness,runtime
28,RedGrid5,1,0.699118,-0.0018370397566535,-0.0939776108894048,-0.0939776108894048,0.0,0.0,0 days 00:15:19.812532
29,RedGrid75,1,0.699118,-0.0018370397566535,-0.0939776108894048,-0.0939776108894048,0.0,0.0,0 days 00:15:18.373506
30,ExpGrad.1,2,0.709023,-0.0532181946669221,-0.0789854467328408,-0.0789854467328408,-0.0403091918316201,-0.03895988261424,0 days 00:03:03.172737
31,ExpGrad.01,2,0.624068,-0.0081648321663936,-0.0118677554851027,-0.0118677554851027,-0.0042458570221597,-0.0074884253832936,0 days 00:03:44.609762
32,RedGrid25,2,0.680182,-0.022494964052625,-0.0645203420887028,-0.0645203420887028,0.0,-0.0001984997368323,0 days 00:11:04.245303
33,RedGrid5,2,0.680182,-0.022494964052625,-0.0645203420887028,-0.0645203420887028,0.0,-0.0001984997368323,0 days 00:11:50.165400
34,RedGrid75,2,0.680182,-0.022494964052625,-0.0645203420887028,-0.0645203420887028,0.0,-0.0001984997368323,0 days 00:11:10.242734
35,ExpGrad.1,0,0.706798,-0.0835626284370684,-0.0998243486489571,-0.0998243486489571,-0.0756886080319665,-0.0736111821450505,0 days 00:02:59.008874
36,ExpGrad.01,0,0.686759,-0.0128760839631793,-0.0169670602479364,-0.0169670602479364,-0.0099261994423444,-0.0109102229797052,0 days 00:07:20.666332
37,RedGrid25,0,0.686591,-0.1252488649447928,-0.1540179495268507,-0.1540179495268507,-0.1045418061892532,-0.1114034836515432,0 days 00:12:22.312616
38,RedGrid5,0,0.686591,-0.1252488649447928,-0.1540179495268507,-0.1540179495268507,-0.1045418061892532,-0.1114034836515432,0 days 00:12:20.640310
39,RedGrid75,0,0.668155,-0.0528771757425039,-0.1093636675840986,-0.1093636675840986,-0.0019958661274174,-0.0313651899043336,0 days 00:12:56.623579
40,ExpGrad.1,0,0.70726,-0.0830837690652679,-0.100252743693377,-0.100252743693377,-0.0744448652928425,-0.0727646209231432,0 days 00:03:02.461571
41,ExpGrad.01,0,0.688902,-0.0150540185940161,-0.019743600841982,-0.019743600841982,-0.0124626287898641,-0.0123636277686763,0 days 00:07:02.390356
42,RedGrid25,0,0.686842,-0.0827456185152194,-0.1153233678945441,-0.1153233678945441,-0.0063443682955338,-0.096366074088254,0 days 00:11:07.485927
43,RedGrid5,0,0.686842,-0.0827456185152194,-0.1153233678945441,-0.1153233678945441,-0.0063443682955338,-0.096366074088254,0 days 00:11:06.698295
44,RedGrid75,0,0.664073,-0.0562449839294669,-0.1141410453210419,-0.1141410453210419,0.0,-0.0364483102727993,0 days 00:11:06.411973
45,ExpGrad.1,1,0.711557,-0.0411549748468113,-0.1076663948800286,-0.1076663948800286,-0.0474804087972835,-0.0356020192526842,0 days 00:02:47.362741
46,ExpGrad.01,1,0.583259,-0.0008387408560722,-0.0033449980545053,-0.0033449980545053,-0.0022172833624776,0.0,0 days 00:03:54.400748
47,RedGrid25,1,0.70588,-0.0719518496511775,-0.1354526149439452,-0.1354526149439452,-0.0781049229835958,-0.0665873319004799,0 days 00:11:55.620332
48,RedGrid5,1,0.701423,-0.0130537728709992,-0.1006032709723414,-0.1006032709723414,0.0,-0.017548223529206,0 days 00:11:50.401620
49,RedGrid75,1,0.701423,-0.0130537728709992,-0.1006032709723414,-0.1006032709723414,0.0,-0.017548223529206,0 days 00:13:03.386587
50,ExpGrad.1,2,0.71323,-0.0609356438676948,-0.0947756818100123,-0.0947756818100123,-0.0428693463695488,-0.04263645964832,0 days 00:01:58.060974
51,ExpGrad.01,2,0.627199,-0.0110640649288382,-0.0144149181927319,-0.0144149181927319,-0.0093203325232756,-0.0092223776047761,0 days 00:04:31.852118
52,RedGrid25,2,0.729645,-0.1033673852693719,-0.1208609922001223,-0.1208609922001223,-0.1109870598861598,-0.0827657592073446,0 days 00:10:05.404286
53,RedGrid5,2,0.695265,-0.0425364663050742,-0.0970029701149108,-0.0970029701149108,0.0,-0.0219252936793402,0 days 00:10:07.264475
54,RedGrid75,2,0.674122,-0.026073189500496,-0.0705682612006061,-0.0705682612006061,0.0,-0.0035354296861317,0 days 00:10:12.292510
55,ExpGrad.1,2,0.71972,-0.0681278097688934,-0.0978305525561006,-0.0978305525561006,-0.0646072814698768,-0.0441507164786109,0 days 00:03:53.585225
56,ExpGrad.01,2,0.626729,-0.0070331377881325,-0.0120094894916905,-0.0066171333375349,0.0,-0.0120094894916905,0 days 00:05:08.326227
57,RedGrid25,2,0.71711,-0.0706543505839699,-0.0978238252811432,-0.0978238252811432,-0.0790432060104778,-0.0411157023051484,0 days 00:14:29.065188
58,RedGrid5,2,0.668624,-0.0155656479318936,-0.0446815660898449,-0.0446815660898449,0.0,0.0,0 days 00:14:26.950792
59,RedGrid75,2,0.645116,-0.0176187260753321,-0.0450932541869952,-0.0171858473869002,-0.0450932541869952,0.0,0 days 00:14:24.463060
60,ExpGrad.1,1,0.709941,-0.0313288668856318,-0.1150376797247614,-0.1150376797247614,-0.03656692506044,-0.0258383767926694,0 days 00:02:58.159000
61,ExpGrad.01,1,0.587545,-0.0087551884852225,-0.0234264060770051,-0.0234264060770051,-0.0099296484078064,-0.007651394884797,0 days 00:02:55.362196
62,RedGrid25,1,0.705092,-0.0705374950272987,-0.1419687042558619,-0.1419687042558619,-0.0773919176487665,-0.064536316280809,0 days 00:14:06.270046
63,RedGrid5,1,0.705092,-0.0705374950272987,-0.1419687042558619,-0.1419687042558619,-0.0773919176487665,-0.064536316280809,0 days 00:14:08.067085
64,RedGrid75,1,0.705092,-0.0705374950272987,-0.1419687042558619,-0.1419687042558619,-0.0773919176487665,-0.064536316280809,0 days 00:13:59.873197
65,ExpGrad.1,0,0.707309,-0.0813832918691038,-0.0985543867577525,-0.0985543867577525,-0.0744441247205414,-0.0701902155961928,0 days 00:03:29.530796
66,ExpGrad.01,0,0.687149,-0.0124416070986151,-0.018137651151789,-0.018137651151789,-0.0098978704164806,-0.0088624700701567,0 days 00:06:52.537619
67,RedGrid25,0,0.684476,-0.0805890439538573,-0.1109890615914205,-0.1109890615914205,-0.0017315186495759,-0.0976187910134581,0 days 00:11:16.717909
68,RedGrid5,0,0.684476,-0.0805890439538573,-0.1109890615914205,-0.1109890615914205,-0.0017315186495759,-0.0976187910134581,0 days 00:11:22.016655
69,RedGrid75,0,0.661192,-0.0486341646841409,-0.1050026066044041,-0.1050026066044041,0.0,-0.0261999764718301,0 days 00:11:22.798696
70,ExpGrad.1,0,0.70631,-0.081515969772264,-0.0999623251345925,-0.0999623251345925,-0.0718840659298659,-0.0706748248058583,0 days 00:02:32.285508
71,ExpGrad.01,0,0.686626,-0.0121546614507186,-0.0173354918354508,-0.0173354918354508,-0.0110916809455167,-0.008196611205797,0 days 00:04:27.515888
72,RedGrid25,0,0.682133,-0.1134984805901848,-0.1490398177466795,-0.1490398177466795,-0.0921553526812254,-0.0941590694433269,0 days 00:09:55.773255
73,RedGrid5,0,0.682133,-0.1134984805901848,-0.1490398177466795,-0.1490398177466795,-0.0921553526812254,-0.0941590694433269,0 days 00:09:59.910367
74,RedGrid75,0,0.682133,-0.1134984805901848,-0.1490398177466795,-0.1490398177466795,-0.0921553526812254,-0.0941590694433269,0 days 00:09:43.306292
75,ExpGrad.1,2,0.717652,-0.0717196206455383,-0.0981655130460158,-0.0981655130460158,-0.0747440931955967,-0.0460926498398041,0 days 00:02:37.197509
76,ExpGrad.01,2,0.63581,-0.0117947705134917,-0.0150880505471266,-0.0129332602276643,-0.0053917361395876,-0.0150880505471266,0 days 00:05:41.572170
77,RedGrid25,2,0.716668,-0.078901574010391,-0.0907147801530129,-0.0907147801530129,-0.0827519745706457,-0.0657722214094023,0 days 00:14:06.754578
78,RedGrid5,2,0.657901,-0.0124189971110167,-0.0357089213036832,-0.0357089213036832,0.0,0.0,0 days 00:14:02.257340
79,RedGrid75,2,0.657901,-0.0124189971110167,-0.0357089213036832,-0.0357089213036832,0.0,0.0,0 days 00:13:54.224312
80,ExpGrad.1,0,0.706797,-0.0838199621126086,-0.1006862249973078,-0.1006862249973078,-0.0754381101027192,-0.073643212809495,0 days 00:03:49.814506
81,ExpGrad.01,0,0.686268,-0.0129406339946936,-0.0174955991458657,-0.0174955991458657,-0.0035124627755124,-0.0141684072129689,0 days 00:08:29.047759
82,RedGrid25,0,0.693378,-0.0371802002963105,-0.0449422653053216,-0.0393607207648897,-0.0197395536171722,-0.0449422653053216,0 days 00:16:37.326886
83,RedGrid5,0,0.693378,-0.0371802002963105,-0.0449422653053216,-0.0393607207648897,-0.0197395536171722,-0.0449422653053216,0 days 00:16:44.308873
84,RedGrid75,0,0.693378,-0.0371802002963105,-0.0449422653053216,-0.0393607207648897,-0.0197395536171722,-0.0449422653053216,0 days 00:16:34.829447
85,ExpGrad.1,0,0.706746,-0.083558205361377,-0.1011404563380549,-0.1011404563380549,-0.0756234802784234,-0.0725670221849628,0 days 00:02:34.474842
86,ExpGrad.01,0,0.686328,-0.012979057136376,-0.0185165755220314,-0.0185165755220314,-0.0093950947683392,-0.01011727905671,0 days 00:06:43.822503
87,RedGrid25,0,0.695255,-0.0388456419034898,-0.0441516249493505,-0.0426554552789368,-0.0232228937691396,-0.0441516249493505,0 days 00:10:02.734230
88,RedGrid5,0,0.695255,-0.0388456419034898,-0.0441516249493505,-0.0426554552789368,-0.0232228937691396,-0.0441516249493505,0 days 00:09:57.665980
89,RedGrid75,0,0.695255,-0.0388456419034898,-0.0441516249493505,-0.0426554552789368,-0.0232228937691396,-0.0441516249493505,0 days 00:09:59.379207
90,ExpGrad.1,2,0.709984,-0.04978023133244,-0.085875974975761,-0.085875974975761,-0.0406607446908903,-0.0239514176591679,0 days 00:03:44.488925
91,ExpGrad.01,2,0.626861,-0.0034774141801383,-0.0100710992623099,-0.0100710992623099,0.0,0.0,0 days 00:04:54.117772
92,RedGrid25,2,0.707952,-0.0578671172780118,-0.0934865829698878,-0.0934865829698878,-0.082702113273662,-0.0092048558346107,0 days 00:11:30.756302
93,RedGrid5,2,0.667998,-0.0213322168290328,-0.0617812150181549,-0.0617812150181549,0.0,0.0,0 days 00:11:42.285739
94,RedGrid75,2,0.659938,-0.0209559514651308,-0.0606914955793633,-0.0606914955793633,0.0,0.0,0 days 00:11:41.391911
95,ExpGrad.1,0,0.707084,-0.0828685625116722,-0.1014489015233817,-0.1014489015233817,-0.0722403991773644,-0.0724712915146333,0 days 00:03:06.669519
96,ExpGrad.01,0,0.684944,-0.0094101699812302,-0.0157800372335183,-0.0157800372335183,-0.0024825139544657,-0.0076669006758247,0 days 00:07:16.971738
97,RedGrid25,0,0.683341,-0.1176770759142536,-0.1530718034826051,-0.1530718034826051,-0.0962455106051103,-0.0985281067243923,0 days 00:12:29.394687
98,RedGrid5,0,0.683341,-0.1176770759142536,-0.1530718034826051,-0.1530718034826051,-0.0962455106051103,-0.0985281067243923,0 days 00:12:44.194573
99,RedGrid75,0,0.683341,-0.1176770759142536,-0.1530718034826051,-0.1530718034826051,-0.0962455106051103,-0.0985281067243923,0 days 00:12:47.428883
100,ExpGrad.1,1,0.710748,-0.0257097239195302,-0.1131093811118852,-0.1131093811118852,-0.0150976559634357,-0.0288116531710435,0 days 00:02:37.489948
101,ExpGrad.01,1,0.574569,-0.0053145633735083,-0.0084060360480616,0.0,0.0,-0.0084060360480616,0 days 00:02:32.070663
102,RedGrid25,1,0.707635,-0.0605247112591489,-0.14112581306214,-0.14112581306214,-0.0645930325328122,-0.0557601023689456,0 days 00:11:42.677808
103,RedGrid5,1,0.699323,-0.0018561524562547,-0.0936962832958599,-0.0936962832958599,0.0,0.0,0 days 00:12:41.919677
104,RedGrid75,1,0.699323,-0.0018561524562547,-0.0936962832958599,-0.0936962832958599,0.0,0.0,0 days 00:12:42.288188
105,ExpGrad.1,0,0.70623,-0.0720639936744036,-0.0912795032089294,-0.0912795032089294,-0.0574194928839753,-0.0633452377065407,0 days 00:02:46.043534
106,ExpGrad.01,0,0.686839,-0.0086928139481788,-0.0140728064881789,-0.0140728064881789,-0.0025913985355806,-0.0073616341995935,0 days 00:07:20.150488
107,RedGrid25,0,0.682731,-0.1131760353084425,-0.1483584044145541,-0.1483584044145541,-0.0934748447698958,-0.0932681355727336,0 days 00:09:22.631919
108,RedGrid5,0,0.682731,-0.1131760353084425,-0.1483584044145541,-0.1483584044145541,-0.0934748447698958,-0.0932681355727336,0 days 00:09:31.466504
109,RedGrid75,0,0.682731,-0.1131760353084425,-0.1483584044145541,-0.1483584044145541,-0.0934748447698958,-0.0932681355727336,0 days 00:09:30.764812
110,ExpGrad.1,1,0.711788,-0.048844299700548,-0.1268868650341791,-0.1268868650341791,-0.0455071641056109,-0.0482575947926621,0 days 00:02:36.001221
111,ExpGrad.01,1,0.612934,-0.0018777460689996,-0.02207735625295,-0.02207735625295,-0.0040210409149858,-5.886417685047052e-05,0 days 00:03:36.389039
112,RedGrid25,1,0.706118,-0.0561410542304641,-0.1334936167744111,-0.1334936167744111,-0.0614757967231603,-0.0507684246081889,0 days 00:11:21.320923
113,RedGrid5,1,0.706118,-0.0561410542304641,-0.1334936167744111,-0.1334936167744111,-0.0614757967231603,-0.0507684246081889,0 days 00:11:20.968944
114,RedGrid75,1,0.706118,-0.0561410542304641,-0.1334936167744111,-0.1334936167744111,-0.0614757967231603,-0.0507684246081889,0 days 00:11:20.556677
115,ExpGrad.1,1,0.710606,-0.0262448295168596,-0.1100792856463563,-0.1100792856463563,-0.0310259511077161,-0.0209932102190891,0 days 00:02:42.668704
116,ExpGrad.01,1,0.5558,-0.0014064143336314,-0.0104119124693503,-0.0104119124693503,-0.0034363908150801,0.0,0 days 00:01:52.113555
117,RedGrid25,1,0.705406,-0.0639266544448398,-0.1403794601656157,-0.1403794601656157,-0.068507963766799,-0.0590145935954249,0 days 00:12:14.914593
118,RedGrid5,1,0.69998,-0.0065899059681925,-0.1047601194563818,-0.1047601194563818,0.0,-0.0072104749394618,0 days 00:12:22.235394
119,RedGrid75,1,0.69998,-0.0065899059681925,-0.1047601194563818,-0.1047601194563818,0.0,-0.0072104749394618,0 days 00:12:27.763334
120,ExpGrad.1,0,0.707131,-0.0758709197060331,-0.0949731079602961,-0.0949731079602961,-0.0639776300631792,-0.0656886566079565,0 days 00:03:15.569480
121,ExpGrad.01,0,0.685477,-0.0076452878202835,-0.014963923097867,-0.014963923097867,-0.002821046345991,-0.0038924652305594,0 days 00:07:01.713381
122,RedGrid25,0,0.697536,-0.0621095511137781,-0.0743352560073663,-0.0584698484333152,-0.0743352560073663,-0.0585287532911082,0 days 00:11:57.899093
123,RedGrid5,0,0.697536,-0.0621095511137781,-0.0743352560073663,-0.0584698484333152,-0.0743352560073663,-0.0585287532911082,0 days 00:11:57.330545
124,RedGrid75,0,0.697536,-0.0621095511137781,-0.0743352560073663,-0.0584698484333152,-0.0743352560073663,-0.0585287532911082,0 days 00:11:57.755670
125,ExpGrad.1,1,0.70875,-0.0279454647710867,-0.1102761077999248,-0.1102761077999248,-0.0321126738379206,-0.0231038468800961,0 days 00:04:28.737335
126,ExpGrad.01,1,0.590374,-8.345768502118234e-05,-0.0042960914138326,-0.0042960914138326,0.0,0.0,0 days 00:03:34.532997
127,RedGrid25,1,0.699032,-0.0071110097278719,-0.1064702148750891,-0.1064702148750891,0.0,-0.0079900489118688,0 days 00:14:35.574216
128,RedGrid5,1,0.699032,-0.0071110097278719,-0.1064702148750891,-0.1064702148750891,0.0,-0.0079900489118688,0 days 00:14:34.762339
129,RedGrid75,1,0.699032,-0.0071110097278719,-0.1064702148750891,-0.1064702148750891,0.0,-0.0079900489118688,0 days 00:14:32.409991
130,ExpGrad.1,2,0.696633,-0.0461135360897493,-0.0823607726066715,-0.0823607726066715,-0.0495269746000415,-0.0115583765221322,0 days 00:02:37.781414
131,ExpGrad.01,2,0.619832,-0.003227305492164,-0.0089643574135426,-0.0089643574135426,-0.0003582731787061,0.0,0 days 00:03:11.462311
132,RedGrid25,2,0.728552,-0.0978379491358056,-0.1251687052095683,-0.1251687052095683,-0.0992435203123005,-0.0725512316888961,0 days 00:10:57.643381
133,RedGrid5,2,0.668055,-0.0230633650064496,-0.0659509858083333,-0.0659509858083333,0.0,0.0,0 days 00:11:05.924003
134,RedGrid75,2,0.668055,-0.0230633650064496,-0.0659509858083333,-0.0659509858083333,0.0,0.0,0 days 00:11:09.027802
135,ExpGrad.1,2,0.721568,-0.0729482059514947,-0.1022446446031443,-0.1022446446031443,-0.0686435926804751,-0.0498908252058273,0 days 00:01:39.482808
136,ExpGrad.01,2,0.620419,-0.0089794956402213,-0.0154947701320126,-0.0130263110196732,-0.0154947701320126,-0.0010507907777942,0 days 00:02:40.971427
137,RedGrid25,2,0.722108,-0.0769855568529204,-0.1070396544550966,-0.1070396544550966,-0.0866264196192458,-0.0439531804799316,0 days 00:08:30.761796
138,RedGrid5,2,0.700346,-0.0436491361207639,-0.0734555806306871,-0.0734555806306871,-0.0664899774247603,-0.0020289317706116,0 days 00:08:52.363910
139,RedGrid75,2,0.700346,-0.0436491361207639,-0.0734555806306871,-0.0734555806306871,-0.0664899774247603,-0.0020289317706116,0 days 00:09:04.886718
140,ExpGrad.1,2,0.717558,-0.0581415786771253,-0.0950631123735665,-0.0950631123735665,-0.0552300796629329,-0.0271622948612363,0 days 00:02:50.833074
141,ExpGrad.01,2,0.632603,-0.0066317544332344,-0.0125429699261963,-0.0096203209625005,-0.0125429699261963,0.0,0 days 00:04:20.360844
142,RedGrid25,2,0.70733,-0.0542332695509855,-0.0862958387026694,-0.0862958387026694,-0.0528364487033327,-0.0265717576543953,0 days 00:10:49.915721
143,RedGrid5,2,0.70733,-0.0542332695509855,-0.0862958387026694,-0.0862958387026694,-0.0528364487033327,-0.0265717576543953,0 days 00:10:39.465519
144,RedGrid75,2,0.669448,-0.0331307347764431,-0.062761151179047,-0.0380046966008039,-0.062761151179047,-0.0089031668681485,0 days 00:10:37.215117
145,ExpGrad.1,1,0.712788,-0.050719959763559,-0.1267869777245768,-0.1267869777245768,-0.0573333977226185,-0.0447382630799996,0 days 00:02:54.010282
146,ExpGrad.01,1,0.61402,-0.0179141284494147,-0.0256032069175644,-0.0256032069175644,-0.0137767673664135,-0.0199576805009587,0 days 00:03:47.498087
147,RedGrid25,1,0.705117,-0.0552270100438501,-0.137057510031775,-0.137057510031775,-0.0603689573948991,-0.0498790498149698,0 days 00:11:35.816936
148,RedGrid5,1,0.705117,-0.0552270100438501,-0.137057510031775,-0.137057510031775,-0.0603689573948991,-0.0498790498149698,0 days 00:11:30.350986
149,RedGrid75,1,0.705117,-0.0552270100438501,-0.137057510031775,-0.137057510031775,-0.0603689573948991,-0.0498790498149698,0 days 00:11:27.677851
150,ExpGrad.1,0,0.705744,-0.078613919761383,-0.0965185619581708,-0.0965185619581708,-0.0680131029138223,-0.0687659886767767,0 days 00:03:26.000288
151,ExpGrad.01,0,0.687602,-0.0114504833535525,-0.0171018404081035,-0.0171018404081035,-0.0106502019421981,-0.0069344038400204,0 days 00:06:50.457681
152,RedGrid25,0,0.68301,-0.1137197129968431,-0.1484117068921862,-0.1484117068921862,-0.0965539827399728,-0.0927724410709982,0 days 00:13:15.460826
153,RedGrid5,0,0.68301,-0.1137197129968431,-0.1484117068921862,-0.1484117068921862,-0.0965539827399728,-0.0927724410709982,0 days 00:13:01.391395
154,RedGrid75,0,0.68301,-0.1137197129968431,-0.1484117068921862,-0.1484117068921862,-0.0965539827399728,-0.0927724410709982,0 days 00:12:45.810599
155,ExpGrad.1,1,0.710029,-0.0510218778266231,-0.1359596009739679,-0.1359596009739679,-0.0705431315075831,-0.0375455156398738,0 days 00:02:45.042045
156,ExpGrad.01,1,0.590557,-0.0001283120445049,-0.0010913878238847,-0.0010913878238847,-0.0003054497523691,0.0,0 days 00:02:53.400863
157,RedGrid25,1,0.704305,-0.0758030553197419,-0.155194106967156,-0.155194106967156,-0.0868719083894911,-0.0671832867685673,0 days 00:12:05.693018
158,RedGrid5,1,0.700475,-0.0193312993342066,-0.1235342567833933,-0.1235342567833933,-0.0129414561810219,-0.0196066474451456,0 days 00:12:03.532495
159,RedGrid75,1,0.700475,-0.0193312993342066,-0.1235342567833933,-0.1235342567833933,-0.0129414561810219,-0.0196066474451456,0 days 00:13:16.629307
160,ExpGrad.1,1,0.712719,-0.0502313270724591,-0.1212839579989302,-0.1212839579989302,-0.0499857285653251,-0.0481675876101279,0 days 00:03:01.527365
161,ExpGrad.01,1,0.624981,-0.0062417586546766,-0.0250579935675877,-0.0250579935675877,0.0,-0.0091171274590028,0 days 00:05:39.324102
162,RedGrid25,1,0.706173,-0.0726795033609565,-0.1391379936076525,-0.1391379936076525,-0.0831848375833236,-0.0648020030022638,0 days 00:14:59.994763
163,RedGrid5,1,0.697023,-0.0019147331058654,-0.098021857135499,-0.098021857135499,0.0,0.0,0 days 00:14:58.079238
164,RedGrid75,1,0.697023,-0.0019147331058654,-0.098021857135499,-0.098021857135499,0.0,0.0,0 days 00:14:49.953514
165,ExpGrad.1,0,0.705577,-0.0834391995856908,-0.1016081196945659,-0.1016081196945659,-0.0742248521185378,-0.0726242432441459,0 days 00:03:21.096742
166,ExpGrad.01,0,0.683774,-0.012889067485588,-0.0185855314678952,-0.0185855314678952,-0.0100684546868561,-0.0094603043908191,0 days 00:06:16.888824
167,RedGrid25,0,0.685192,-0.0800002932940533,-0.1147284328401834,-0.1147284328401834,-0.0002914002408395,-0.0938303667644823,0 days 00:11:52.963012
168,RedGrid5,0,0.685192,-0.0800002932940533,-0.1147284328401834,-0.1147284328401834,-0.0002914002408395,-0.0938303667644823,0 days 00:12:01.009468
169,RedGrid75,0,0.662097,-0.0004456361939587,-0.0012360798680571,-0.0012360798680571,0.0,0.0,0 days 00:12:02.673328
170,ExpGrad.1,1,0.707781,-0.0204099026650384,-0.0966113890274882,-0.0966113890274882,-0.0096860831282358,-0.023961206397948,0 days 00:02:51.602830
171,ExpGrad.01,1,0.588789,0.0,0.0,0.0,0.0,0.0,0 days 00:03:33.934801
172,RedGrid25,1,0.705481,-0.0608283606148832,-0.1255490093937217,-0.1255490093937217,-0.0603108984188291,-0.0590915802425636,0 days 00:12:29.023201
173,RedGrid5,1,0.700476,-0.0080192665495543,-0.0977866333458806,-0.0977866333458806,0.0,-0.009650147482712,0 days 00:12:47.214058
174,RedGrid75,1,0.700476,-0.0080192665495543,-0.0977866333458806,-0.0977866333458806,0.0,-0.009650147482712,0 days 00:13:08.636671
175,ExpGrad.1,1,0.710785,-0.0235537120127954,-0.1121085797946253,-0.1121085797946253,-0.0194949575358913,-0.0230472754599886,0 days 00:02:31.168083
176,ExpGrad.01,1,0.551373,-9.597826820707995e-05,-0.0048881939627057,-0.0048881939627057,0.0,0.0,0 days 00:01:44.345512
177,RedGrid25,1,0.700231,-0.0172108807378038,-0.1160563504675591,-0.1160563504675591,-0.0010988434160001,-0.0230676222146523,0 days 00:08:39.635273
178,RedGrid5,1,0.700231,-0.0172108807378038,-0.1160563504675591,-0.1160563504675591,-0.0010988434160001,-0.0230676222146523,0 days 00:08:38.937321
179,RedGrid75,1,0.700231,-0.0172108807378038,-0.1160563504675591,-0.1160563504675591,-0.0010988434160001,-0.0230676222146523,0 days 00:08:39.676880
