l1,l2,l3,alpha,misspec,k_set,accuracy,mean_unfairness,mean_unfairness_unwt,max_unfairness,A_unfairness,B_unfairness,C_unfairness,Score,group_synth,runtime
0,0,0,0,0,0,0.706344,-0.08222142807542608,-0.08139636055483727,-0.09953337485804858,-0.09953337485804858,-0.07195918712642169,-0.07269651968004154,9.692646189076817e-06,weighted,0 days 00:00:05
0,0,0,0,0,1,0.712946,-0.0559500460598097,-0.07971377378941095,-0.12894943197297126,-0.12894943197297126,-0.05721217981439364,-0.05297970958086795,-7.513077450444682e-05,weighted,0 days 00:00:05
0,0,0,0,0,2,0.730599,-0.09290066793632253,-0.09446750108831597,-0.12303966293562174,-0.12303966293562174,-0.09656274176924479,-0.0638000985600814,-3.035480429815029e-05,weighted,0 days 00:00:05
0,0,0,0,1,0,0.685356,-0.0630713058013073,-0.06224305599190416,-0.07811568372941635,-0.07811568372941635,-0.05333545007273632,-0.05527803417355981,-3.236909398939109e-05,weighted,0 days 00:00:05
0,0,0,0,1,1,0.688771,-0.03654960386882519,-0.058762844679169146,-0.10640153253024409,-0.10640153253024409,-0.03417750804828712,-0.03570949345897623,-0.0,weighted,0 days 00:00:05
0,0,0,0,1,2,0.709748,-0.07655680405431439,-0.07866001973094361,-0.09866913521918297,-0.09866913521918297,-0.08765580330938993,-0.049655120664257923,-7.150927475287464e-05,weighted,0 days 00:00:05
